"index","detaileddesignstatus","fiberpullfootage","ponlocationapproved","residentialhhp","strandfootage","constructionpackagestatus","project","permitsapproved","borefootage","asbuiltscomplete","specialprojectsmduhoaother","businesshhp","totalhhp","detaileddesignstartdate","ponsize","projectedborefootage","odc","ponlocationdesigned","detaileddesigncompletiondate","preliminarycxpsenttoconstruction","asbuiltsreceivedfromconstruction","phase","estimatedaerialpercent","estimatedugpercent","estimatedpathfootage","dateconstructionpassedtooperations","poncabinetsetdate","actualactivationdate","constructionstartdate","borefootagecompleted","remainingstrand","targetconstructioncompletedate","actualconstructioncompletedate","asbuiltssenttoengineering","constructionpercentagecompleted","dateopsapprovedforactivation","strandcompleted","targetactivationdate","borefootageremaining","odccabinetready","numpermits","permitapprovalstatus","permitapproveddate","permitsubmitdate","packagestatus","package","hiearchy","packagepercentcomplete","ring","feeder","packagehomesearned","rolluphomesearned","downstreamhomes"
186,Complete,0.0,"","93.0",0,Ready For QC,Medina Fiber,"",8366,"","","0.0","93.0","2022-05-02","","7571.0",MEE12,"","2022-06-02","","","4",0.0,1.0,7571,"","","","",0,0,"2023-12-15","","","","",0,"2023-12-29","8366.0",NO,2,Permits Submitted,,"2021-10-28",Construction Package,NM10,F3,0.05,MEE Ring,MEE12-2,2,2,93
187,Complete,0.0,"","56.0",0,Ready For QC,Medina Fiber,"",2405,"",HOA,"0.0","56.0","2022-05-02","","7571.0",MEE12,"","2022-06-02","","","4",0.0,1.0,7571,"","","","",0,0,"2023-12-15","","","","",0,"2023-12-29","2405.0",NO,0,No Permits,,,Construction Package,NM10 HOA1,F3,0.05,MEE Ring,MEE12-2,1,1,56
188,Complete,0.0,"","6.0",0,Ready For QC,Medina Fiber,"",585,"",HOA,"0.0","6.0","2022-05-02","","7571.0",MEE12,"","2022-06-02","","","4",0.0,1.0,7571,"","","","",0,0,"2023-12-15","","","","",0,"2023-12-29","585.0",NO,0,No Permits,,,Construction Package,NM10 HOA2,F3,0.05,MEE Ring,MEE12-2,0,0,6
189,Complete,0.0,"","113.0",0,Ready For QC,Medina Fiber,"",9067,"","","0.0","113.0","2022-05-02","","8187.0",MEE12,"","2022-06-02","","","4",0.0,1.0,8187,"","","","",0,0,"2023-12-15","","","","",0,"2023-12-29","9067.0",NO,1,Not Submitted,,,Construction Package,NM09,F3,0.05,MEE Ring,MEE12-2,3,3,113
190,Complete,0.0,"","154.0",0,Ready For QC,Medina Fiber,"",1321,"",MDU,"1.0","155.0","2022-05-02","","",MEE12,"","2022-06-02","","","4",0.0,0.0,0,"","","","",0,0,"2023-11-23","","","","",0,"2023-12-07","1321.0",NO,1,Not Submitted,,,Construction Package,NM09.1,F3,0.05,MEE Ring,MEE12-2,4,4,155
191,On Hold,0.0,"","271.0",0,On Hold,Medina Fiber,"",0,"",Greenfield,"0.0","271.0","2022-05-02","","",MEE12,"","","","","4",0.0,0.0,0,"","","","",0,0,"2023-11-23","","","","",0,"2023-12-07","0.0",NO,1,Not Submitted,,,Detailed Design,NM14,F3,0.025,MEE Ring,MEE12-2,3,3,271
192,Complete,25586.0,"","0.0",245,Sent To Construction,Medina Fiber,"",18053,"","","0.0","0.0","2022-04-27","","",MEE12,"","","2022-12-08","","4",0.0,0.0,0,"","","","",0,245,"2023-08-17","","","","",0,"2023-08-31","18053.0",NO,2,Not Submitted,,"",Permitting,MEE12-3,F2,0.075,MEE Ring,MEE12-3,18,34,703
193,Complete,0.0,"","192.0",0,"",Medina Fiber,"",12916,"","","0.0","192.0","2022-04-27","","13128.0",MEE12,"","2022-05-25","","","4",0.0,1.0,13128,"","","","",0,0,"2023-09-14","","","","",0,"2023-09-28","12916.0",NO,2,Not Submitted,,,Construction Package,CM07,F3,0.05,MEE Ring,MEE12-3,5,5,192
194,Complete,0.0,"","96.0",0,"",Medina Fiber,"",6283,"","","0.0","96.0","2022-04-27","","13040.0",MEE12,"","2022-05-25","","","4",0.0,1.0,13040,"","","","",0,0,"2023-10-04","","","","",0,"2023-10-18","6283.0",NO,0,No Permits,,,Construction Package,CM06A,F3,0.05,MEE Ring,MEE12-3,2,2,96
195,Complete,0.0,"","159.0",0,"",Medina Fiber,"",10761,"","","0.0","159.0","2022-04-27","","",MEE12,"","2022-05-25","","","4",0.0,0.0,0,"","","","",0,0,"2023-10-04","","","","",0,"2023-10-18","10761.0",NO,0,No Permits,,,Construction Package,CM06B,F3,0.05,MEE Ring,MEE12-3,4,4,159
196,Complete,0.0,"","53.0",0,"",Medina Fiber,"",3333,"",HOA,"4.0","57.0","2022-04-27","","13502.0",MEE12,"","2022-05-25","","","4",0.0,1.0,13502,"","","","",0,0,"2023-10-13","","","","",0,"2023-10-27","3333.0",NO,0,No Permits,,,Construction Package,NM13B,F3,0.05,MEE Ring,MEE12-3,1,1,57
197,Complete,0.0,"","20.0",0,"",Medina Fiber,"",1162,"",HOA,"0.0","20.0","2022-04-27","","13502.0",MEE12,"","2022-05-25","","","4",0.0,1.0,13502,"","","","",0,0,"2023-10-13","","","","",0,"2023-10-27","1162.0",NO,0,No Permits,,,Construction Package,NM13B HOA1,F3,0.05,MEE Ring,MEE12-3,0,0,20
198,Complete,0.0,"","55.0",0,"",Medina Fiber,"",3460,"",HOA,"0.0","55.0","2022-04-27","","13502.0",MEE12,"","2022-05-25","","","4",0.0,1.0,13502,"","","","",0,0,"2023-10-13","","","","",0,"2023-10-27","3460.0",NO,0,No Permits,,,Construction Package,NM13B HOA2,F3,0.05,MEE Ring,MEE12-3,1,1,55
199,Complete,0.0,"","124.0",0,"",Medina Fiber,"",8855,"","","0.0","124.0","2022-04-27","","",MEE12,"","2022-05-25","","","4",0.0,0.0,0,"","","","",0,0,"2023-10-13","","","","",0,"2023-10-27","8855.0",NO,0,No Permits,,,Construction Package,NM13A,F3,0.05,MEE Ring,MEE12-3,3,3,124
200,"",0.0,"","0.0",0,"",Medina Fiber,"",57392,"","","0.0","0.0","","","","","","","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","57392.0",NO,61,Not Submitted,,"2022-02-17",Planning,MEF Ring,F1,0.0,MEF Ring,"",0,197,4258
201,Complete,0.0,"","0.0",0,"",Medina Fiber,"",11933,"","","0.0","0.0","2022-08-07","","",MEF13,"","","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","11933.0",NO,12,Not Submitted,,"2021-10-08",Construction Package,MEF13-1,F2,0.05,MEF Ring,MEF13-1,11,27,645
202,Complete,0.0,"","63.0",0,"",Medina Fiber,"",9131,"",HOA,"51.0","114.0","2022-05-11","","11372.0",MEF13,"7/14/21","2022-06-23","","","5",0.0,1.0,11372,"","","","",0,0,"","","","","",0,"","9131.0",NO,3,Not Submitted,,,Construction Package,ME10,F3,0.05,MEF Ring,MEF13-1,3,3,114
203,Complete,0.0,"","100.0",0,"",Medina Fiber,"",0,"",MDU,"0.0","100.0","2022-07-26","","",MEF13,"7/14/21","2022-08-02","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,ME10.1,F3,0.05,MEF Ring,MEF13-1,2,2,100
204,Complete,0.0,"","192.0",0,"",Medina Fiber,"",21427,"",HOA,"0.0","192.0","2022-05-11","","14691.0",MEF13,"7/14/21","2022-06-14","","","5",0.0,1.0,14691,"","","","",0,0,"","","","","",0,"","21427.0",NO,3,Permits Submitted,,"2021-10-07",Construction Package,ME03,F3,0.05,MEF Ring,MEF13-1,5,5,192
205,Complete,0.0,"","151.0",0,"",Medina Fiber,"",13765,"",HOA,"1.0","152.0","2022-05-13","","13945.0",MEF13,"7/14/21","2022-06-07","","","5",0.0,1.0,13945,"","","","",0,0,"","","","","",0,"","13765.0",NO,2,Not Submitted,,,Construction Package,ME02,F3,0.05,MEF Ring,MEF13-1,4,4,152
206,Complete,0.0,"","78.0",0,"",Medina Fiber,"",13335,"","","9.0","87.0","2022-05-10","","6436.0",MEF13,"7/14/21","2022-06-13","","","5",0.0,1.0,6436,"","","","",0,0,"","","","","",0,"","13335.0",NO,3,Permits Submitted,,"2021-10-08",Construction Package,ME05,F3,0.05,MEF Ring,MEF13-1,2,2,87
207,Complete,0.0,"","0.0",0,"",Medina Fiber,"",22026,"","","0.0","0.0","","","",MEF13,"","","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","22026.0",NO,18,Not Submitted,,"",Construction Package,MEF13-2,F2,0.05,MEF Ring,MEF13-2,19,47,1099
208,Complete,0.0,"","226.0",0,"",Medina Fiber,"",2866,"",MDU,"10.0","236.0","2022-05-13","","",MEF13,"7/14/21","2022-06-06","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","2866.0",NO,0,No Permits,,,Construction Package,NM06.1,F3,0.05,MEF Ring,MEF13-2,6,6,236
209,Complete,0.0,"","71.0",0,"",Medina Fiber,"",3930,"","","0.0","71.0","2022-05-13","","10505.0",MEF13,"7/14/21","2022-06-06","","","5",0.0,1.0,10505,"","","","",0,0,"","","","","",0,"","3930.0",NO,1,Not Submitted,,,Construction Package,NM06,F3,0.05,MEF Ring,MEF13-2,2,2,71
210,Complete,0.0,"","113.0",0,"",Medina Fiber,"",8142,"","","2.0","115.0","2022-05-13","","17700.0",MEF13,"7/6/21","2022-06-09","","","5",0.0,1.0,17700,"","","","",0,0,"","","","","",0,"","8142.0",NO,2,Not Submitted,,,Construction Package,NM04,F3,0.05,MEF Ring,MEF13-2,3,3,115
211,Complete,0.0,"","7.0",0,"",Medina Fiber,"",3771,"",MBU,"25.0","32.0","2022-05-13","","",MEF13,"7/14/21","2022-06-14","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","3771.0",NO,3,Not Submitted,,,Construction Package,NM04.1,F3,0.05,MEF Ring,MEF13-2,1,1,32
212,Complete,0.0,"","0.0",0,"",Medina Fiber,"",2194,"",MBU,"58.0","58.0","2022-05-13","","3165.0",MEF13,"7/14/21","2022-06-14","","","5",0.0,1.0,3165,"","","","",0,0,"","","","","",0,"","2194.0",NO,1,Not Submitted,,,Construction Package,ME09,F3,0.05,MEF Ring,MEF13-2,1,1,58
213,Complete,0.0,"","81.0",0,"",Medina Fiber,"",6969,"",HOA,"0.0","81.0","2022-05-13","","8312.0",MEF13,"7/14/21","2022-06-14","","","5",0.0,1.0,8312,"","","","",0,0,"","","","","",0,"","6969.0",NO,2,Not Submitted,,,Construction Package,ME08,F3,0.05,MEF Ring,MEF13-2,2,2,81
214,Complete,0.0,"","0.0",0,"",Medina Fiber,"",433,"",MBU,"6.0","6.0","2022-05-13","","",MEF13,"7/14/21","2022-06-14","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","433.0",NO,1,Not Submitted,,,Construction Package,ME04.1,F3,0.05,MEF Ring,MEF13-2,0,0,6
215,Complete,0.0,"","114.0",0,"",Medina Fiber,"",5635,"",HOA,"1.0","115.0","2022-05-13","","6466.0",MEF13,"7/14/21","2022-06-15","","","5",0.0,1.0,6466,"","","","",0,0,"","","","","",0,"","5635.0",NO,4,Not Submitted,,,Construction Package,ME04,F3,0.05,MEF Ring,MEF13-2,3,3,115
216,Complete,0.0,"","194.0",0,"",Medina Fiber,"",1342,"",MDU,"0.0","194.0","2022-05-13","","6085.0",MEF13,"7/14/21","2022-06-15","","","5",0.0,1.0,6085,"","","","",0,0,"","","","","",0,"","1342.0",NO,1,Not Submitted,,,Construction Package,NM02.1,F3,0.05,MEF Ring,MEF13-2,5,5,194
217,Complete,0.0,"","40.0",0,"",Medina Fiber,"",3507,"",MBU,"1.0","41.0","2022-05-13","","",MEF13,"7/14/21","2022-06-15","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","3507.0",NO,1,Not Submitted,,,Construction Package,ME06.1,F3,0.05,MEF Ring,MEF13-2,1,1,41
218,Complete,0.0,"","143.0",0,"",Medina Fiber,"",13480,"",HOA,"7.0","150.0","2022-05-13","","10957.0",MEF13,"7/14/21","2022-06-15","","","5",0.0,1.0,10957,"","","","",0,0,"","","","","",0,"","13480.0",NO,2,Not Submitted,,,Construction Package,ME06,F3,0.05,MEF Ring,MEF13-2,4,4,150
219,Complete,0.0,"","0.0",0,"",Medina Fiber,"",14857,"","","0.0","0.0","","","",MEF14,"","","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","14857.0",NO,7,Not Submitted,,"2021-11-08",Construction Package,MEF14-1,F2,0.05,MEF Ring,MEF14-1,6,17,358
220,Complete,0.0,"","136.0",0,"",Medina Fiber,"",13488,"",HOA,"10.0","146.0","2022-04-20","","13365.0",MEF14,"7/14/21","2022-05-11","","","5",0.0,1.0,13365,"","","","",0,0,"","","","","",0,"","13488.0",NO,3,Not Submitted,,,Construction Package,MN17,F3,0.05,MEF Ring,MEF14-1,4,4,146
221,Complete,0.0,"","54.0",0,"",Medina Fiber,"",12493,"","","0.0","54.0","2022-05-12","","8041.0",MEF14,"7/14/21","2022-06-23","","","5",0.0,1.0,8041,"","","","",0,0,"","","","","",0,"","12493.0",NO,1,Not Submitted,,,Construction Package,MN18,F3,0.05,MEF Ring,MEF14-1,1,1,54
222,Complete,0.0,"","52.0",0,"",Medina Fiber,"",4756,"","","0.0","52.0","2022-05-16","","6584.0",MEF14,"7/14/21","2022-06-21","","","5",0.0,1.0,6584,"","","","",0,0,"","","","","",0,"","4756.0",NO,1,Not Submitted,,,Construction Package,MN11,F3,0.05,MEF Ring,MEF14-1,1,1,52
223,Complete,0.0,"","69.0",0,"",Medina Fiber,YES,8488,"","","0.0","69.0","2022-05-17","","8441.0",MEF14,"7/14/21","2022-06-23","","","5",0.0,1.0,8441,"","","","",0,0,"","","","","",0,"","8488.0",NO,1,Permits Approved,"2021-11-18","2021-10-22",Permits Approved Ready For Construction,MN12,F3,0.1,MEF Ring,MEF14-1,3,3,69
224,Complete,0.0,"","37.0",0,"",Medina Fiber,YES,5973,"","","0.0","37.0","2022-05-27","","8203.0",MEF14,"7/14/21","2022-06-16","","","5",0.0,1.0,8203,"","","","",0,0,"","","","","",0,"","5973.0",NO,1,Permits Approved,"2021-12-08","2021-11-08",Permits Approved Ready For Construction,ME01,F3,0.1,MEF Ring,MEF14-1,2,2,37
225,Complete,0.0,"","0.0",0,"",Medina Fiber,"",6926,"","","0.0","0.0","","","",MEF14,"","","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","6926.0",NO,5,Not Submitted,,"2022-01-19",Construction Package,MEF14-2,F2,0.05,MEF Ring,MEF14-2,8,23,446
226,Complete,0.0,"","59.0",0,"",Medina Fiber,YES,3944,"","","3.0","62.0","2022-04-19","","5326.0",MEF14,"7/14/21","2022-04-20","","","5",0.0,1.0,5326,"","","","",0,0,"","","","","",0,"","3944.0",NO,1,Permits Approved,"2022-02-22","2022-01-19",Permits Approved Ready For Construction,MN04,F3,0.1,MEF Ring,MEF14-2,3,3,62
227,Complete,0.0,"","176.0",0,"",Medina Fiber,"",17528,"","","1.0","177.0","2022-04-21","","14069.0",MEF14,"7/14/21","2022-05-09","","","5",0.0,1.0,14069,"","","","",0,0,"","","","","",0,"","17528.0",NO,1,Not Submitted,,,Construction Package,MN01,F3,0.05,MEF Ring,MEF14-2,4,4,177
228,Complete,0.0,"","99.0",0,"",Medina Fiber,YES,11629,"",HOA,"0.0","99.0","2022-04-21","","7557.0",MEF14,"7/14/21","2022-05-18","","","5",0.0,1.0,7557,"","","","",0,0,"","","","","",0,"","11629.0",NO,2,Permits Approved,"2021-12-02","2021-10-28",Permits Approved Ready For Construction,MN02,F3,0.1,MEF Ring,MEF14-2,5,5,99
229,Complete,0.0,"","108.0",0,"",Medina Fiber,"",10372,"","","0.0","108.0","2022-04-22","","6437.0",MEF14,"7/14/21","2022-05-18","","","5",0.0,1.0,6437,"","","","",0,0,"","","","","",0,"","10372.0",NO,1,Not Submitted,,,Construction Package,MN03,F3,0.05,MEF Ring,MEF14-2,3,3,108
230,Complete,0.0,"","0.0",0,"",Medina Fiber,"",16159,"","","0.0","0.0","","","",MEF15,"","","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","16159.0",NO,13,Not Submitted,,"2022-02-17",Construction Package,MEF15-1,F2,0.05,MEF Ring,MEF15-1,19,50,1080
231,Complete,0.0,"","208.0",0,"",Medina Fiber,"",9141,"",HOA,"0.0","208.0","2022-05-16","","4377.0",MEF15,"7/14/21","2022-06-16","","","5",0.0,1.0,4377,"","","","",0,0,"","","","","",0,"","9141.0",NO,1,Not Submitted,,,Construction Package,MC19,F3,0.05,MEF Ring,MEF15-1,5,5,208
232,Complete,0.0,"","146.0",0,"",Medina Fiber,"",10587,"","","0.0","146.0","2022-05-16","","6406.0",MEF15,"7/14/21","2022-06-16","","","5",0.0,1.0,6406,"","","","",0,0,"","","","","",0,"","10587.0",NO,1,Permits Submitted,,"2022-02-17",Construction Package,MC20,F3,0.05,MEF Ring,MEF15-1,4,4,146
233,Complete,0.0,"","231.0",0,"",Medina Fiber,"",13557,"",HOA,"2.0","233.0","2022-05-16","","10829.0",MEF15,"7/14/21","2022-06-16","","","5",0.0,1.0,10829,"","","","",0,0,"","","","","",0,"","13557.0",NO,2,Not Submitted,,,Construction Package,MC21,F3,0.05,MEF Ring,MEF15-1,6,6,233
234,Complete,0.0,"","19.0",0,"",Medina Fiber,"",18888,"","","125.0","144.0","2022-05-16","","14974.0",MEF15,"7/14/21","2022-06-21","","","5",0.0,1.0,14974,"","","","",0,0,"","","","","",0,"","18888.0",NO,4,Not Submitted,,,Construction Package,MC22,F3,0.05,MEF Ring,MEF15-1,4,4,144
235,Complete,0.0,"","66.0",0,"",Medina Fiber,"",2057,"",HOA,"0.0","66.0","2022-05-16","","1159.0",MEF15,"7/14/21","2022-06-21","","","5",0.0,1.0,1159,"","","","",0,0,"","","","","",0,"","2057.0",NO,1,Not Submitted,,,Construction Package,MC28,F3,0.05,MEF Ring,MEF15-1,2,2,66
236,Complete,0.0,"","121.0",0,"",Medina Fiber,YES,7584,"",HOA,"0.0","121.0","2022-05-16","","7076.0",MEF15,"7/14/21","2022-06-21","","","5",0.0,1.0,7076,"","","","",0,0,"","","","","",0,"","7584.0",NO,1,Permits Approved,"2021-12-10","2021-11-03",Permits Approved Ready For Construction,MC27,F3,0.1,MEF Ring,MEF15-1,6,6,121
237,Complete,0.0,"","162.0",0,"",Medina Fiber,"",11009,"",HOA,"0.0","162.0","2022-05-16","","7417.0",MEF15,"7/14/21","2022-06-24","","","5",0.0,1.0,7417,"","","","",0,0,"","","","","",0,"","11009.0",NO,3,Permits Submitted,,"2021-11-09",Construction Package,MC26,F3,0.05,MEF Ring,MEF15-1,4,4,162
238,Complete,0.0,"","0.0",0,"",Medina Fiber,"",10295,"","","0.0","0.0","","","",MEF15,"","","","","5",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","10295.0",NO,6,Not Submitted,,"2021-11-10",Construction Package,MEF15-2,F2,0.05,MEF Ring,MEF15-2,11,33,630
239,Complete,0.0,"","16.0",0,"",Medina Fiber,YES,1884,"","","2.0","18.0","2022-05-24","","8221.0",MEF15,"7/14/21","2022-06-29","","","5",0.0,1.0,8221,"","","","",0,0,"","","","","",0,"","1884.0",NO,1,Permits Approved,"2021-12-08","2021-11-10",Permits Approved Ready For Construction,MC14,F3,0.1,MEF Ring,MEF15-2,1,1,18
240,Complete,0.0,"","127.0",0,"",Medina Fiber,"",8563,"","","0.0","127.0","2022-05-24","","9643.0",MEF15,"7/14/21","2022-06-30","","","5",0.0,1.0,9643,"","","","",0,0,"","","","","",0,"","8563.0",NO,1,Not Submitted,,,Construction Package,MC17,F3,0.05,MEF Ring,MEF15-2,3,3,127
241,Complete,0.0,"","237.0",0,"",Medina Fiber,YES,16492,"","","0.0","237.0","2022-05-24","","11109.0",MEF15,"7/14/21","2022-07-06","","","5",0.0,1.0,11109,"","","","",0,0,"","","","","",0,"","16492.0",NO,1,Permits Approved,"2021-10-25","2021-09-10",Permits Approved Ready For Construction,MW07,F3,0.1,MEF Ring,MEF15-2,12,12,237
242,Complete,0.0,"","131.0",0,"",Medina Fiber,"",2482,"",HOA,"0.0","131.0","2022-05-24","","3198.0",MEF15,"7/14/21","2022-06-30","","","5",0.0,1.0,3198,"","","","",0,0,"","","","","",0,"","2482.0",NO,1,Not Submitted,,,Construction Package,MC18.1,F3,0.05,MEF Ring,MEF15-2,3,3,131
243,Complete,0.0,"","117.0",0,"",Medina Fiber,"",6061,"","","0.0","117.0","2022-05-24","","4713.0",MEF15,"7/14/21","2022-06-30","","","5",0.0,1.0,4713,"","","","",0,0,"","","","","",0,"","6061.0",NO,2,Not Submitted,,,Construction Package,YR05,F3,0.05,MEF Ring,MEF15-2,3,3,117
244,"",0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","","","","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Planning,HIA HIB Ring,F1,0.0,HIA HIB Ring,"",0,466,21041
245,Complete,0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","2022-06-29","","",HIA03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,HIA03-1,F2,0.05,HIA HIB Ring,HIA03-1,4,13,236
246,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","124.0","2022-06-06","","12703.0",HIA03,"7/29/21","2022-06-28","","","6",0.0,1.0,12703,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,MN09,F3,0.05,HIA HIB Ring,HIA03-1,3,3,124
247,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"","","","112.0","2022-06-06","","14194.0",HIA03,"7/29/21","2022-06-28","","","6",0.0,1.0,14194,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-11-15","2021-09-07",Permits Approved Ready For Construction,MN15,F3,0.1,HIA HIB Ring,HIA03-1,6,6,112
248,Complete,0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,HIA03-2,F2,0.05,HIA HIB Ring,HIA03-2,10,31,568
249,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","106.0","2022-06-07","","14299.0",HIA03,"7/29/21","2022-08-12","","","6",0.0,1.0,14299,"","","","",0,0,"","","","","",0,"","0.0",NO,2,Permits Submitted,,"2021-09-21",Construction Package,MN07,F3,0.05,HIA HIB Ring,HIA03-2,3,3,106
250,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"","","","135.0","2022-06-08","","11559.0",HIA03,"7/29/21","2022-08-12","","","6",0.0,1.0,11559,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-10-19","2021-09-15",Permits Approved Ready For Construction,MN06,F3,0.1,HIA HIB Ring,HIA03-2,7,7,135
251,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","94.0","2022-06-09","","16004.0",HIA03,"7/29/21","2022-08-12","","","6",0.0,1.0,16004,"","","","",0,0,"","","","","",0,"","0.0",NO,2,Not Submitted,,,Construction Package,MN16,F3,0.05,HIA HIB Ring,HIA03-2,2,2,94
252,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","109.0","2022-06-14","","17016.0",HIA03,"7/29/21","2022-08-12","","","6",0.0,1.0,17016,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Construction Package,MN13,F3,0.05,HIA HIB Ring,HIA03-2,3,3,109
253,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"","","","124.0","2022-06-10","","16786.0",HIA03,"7/29/21","2022-08-12","","","6",0.0,1.0,16786,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-12-08","2021-10-15",Permits Approved Ready For Construction,MN14,F3,0.1,HIA HIB Ring,HIA03-2,6,6,124
254,In Progress,0.0,"","0.0",0,"",Medina Fiber,"",0,"","","0.0","0.0","","","",HIA03,"","","","","6",0.0,0.0,0,"","","","",0,0,"","","","","",0,"","0.0",NO,0,No Permits,,,Detailed Design,HIA03-3,F2,0.025,HIA HIB Ring,HIA03-3,11,57,1220
255,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"","","","64.0","2022-06-09","","7622.0",HIA03,"7/29/21","2022-08-12","","","6",0.0,1.0,7622,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-11-05","2021-09-27",Permits Approved Ready For Construction,MN08,F3,0.1,HIA HIB Ring,HIA03-3,3,3,64
256,Complete,0.0,"","",0,"",Medina Fiber,"",0,"",HOA,"","120.0","2022-06-13","","15799.0",HIA03,"7/29/21","2022-08-12","","","6",0.0,1.0,15799,"","","","",0,0,"","","","","",0,"","0.0",NO,2,Not Submitted,,,Construction Package,YR04,F3,0.05,HIA HIB Ring,HIA03-3,3,3,120
257,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"","","","94.0","2022-06-16","","14845.0",HIA03,"7/29/21","2022-08-16","","","6",0.0,1.0,14845,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-11-18","2021-10-08",Permits Approved Ready For Construction,LV12,F3,0.1,HIA HIB Ring,HIA03-3,5,5,94
258,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","92.0","2022-06-15","","13281.0",HIA03,"7/29/21","2022-08-17","","","6",0.0,1.0,13281,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Not Submitted,,,Construction Package,YR03,F3,0.05,HIA HIB Ring,HIA03-3,2,2,92
259,Complete,0.0,"","",0,"",Medina Fiber,"",0,"",HOA,"","218.0","2022-06-22","","19730.0",HIA03,"7/29/21","2022-08-16","","","6",0.0,1.0,19730,"","","","",0,0,"","","","","",0,"","0.0",NO,2,Permits Submitted,,"2021-11-09",Construction Package,MN10,F3,0.05,HIA HIB Ring,HIA03-3,5,5,218
260,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"","","","128.0","2022-06-23","","8869.0",HIA03,"7/29/21","2022-08-22","","","6",0.0,1.0,8869,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-09-24","2021-08-30",Permits Approved Ready For Construction,YR06,F3,0.1,HIA HIB Ring,HIA03-3,6,6,128
261,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"",HOA,"","223.0","2022-06-27","","9942.0",HIA03,"7/29/21","2022-08-22","","","6",0.0,1.0,9942,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-10-05","2021-08-31",Permits Approved Ready For Construction,YR01,F3,0.1,HIA HIB Ring,HIA03-3,11,11,223
262,Complete,0.0,"","",0,"",Medina Fiber,"",0,"","","","124.0","2022-06-28","","25661.0",HIA03,"7/29/21","2022-08-22","","","6",0.0,1.0,25661,"","","","",0,0,"","","","","",0,"","0.0",NO,2,Permits Submitted,,"2021-09-07",Construction Package,YR07,F3,0.05,HIA HIB Ring,HIA03-3,3,3,124
263,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"","","","95.0","2022-07-01","","17647.0",HIA03,"7/29/21","2022-08-22","","","6",0.0,1.0,17647,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-09-24","2021-08-30",Permits Approved Ready For Construction,YR08,F3,0.1,HIA HIB Ring,HIA03-3,5,5,95
264,Complete,0.0,"","",0,"",Medina Fiber,YES,0,"","","","62.0","2022-06-15","","12619.0",HIA03,"7/29/21","2022-08-22","","","6",0.0,1.0,12619,"","","","",0,0,"","","","","",0,"","0.0",NO,1,Permits Approved,"2021-11-05","2021-09-27",Permits Approved Ready For Construction,YR02,F3,0.1,HIA HIB Ring,HIA03-3,3,3,62
